Repository,Repository Link,Stars,Public Classes,Private Classes,Protected Classes,Public Methods,Private Methods,Protected Methods,Lines of Code,Average Cyclomatic Complexity,Maximum Cyclomatic Complexity,Percentage of Methods with Cyclomatic Complexity over Threshold,Total Classes,Total Methods,Methods Per Class,Category
GTyingzi/spring-ai-tutorial,https://github.com/GTyingzi/spring-ai-tutorial,201,272,3,3,622,73,13,16098,1.596392333709132,37,1.0146561443066515,278.0,708.0,2.5467625899280577,Moderate
